Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"rightClick(findTestObject(""Object Repository/FooterObjects/a_ClosedCaptioning""))",Chrome 78.0.3904.70,,,2019-10-31 15:19:30,2019-10-31 15:19:35,5.532s,PASSED
"click(findTestObject(""Footer_OR/Footer/Page_Entertainment News Celebrity Gossip Celebrity News  E News/a_Closed                        Captioning""))",Chrome 78.0.3904.70,,,2019-10-31 15:19:35,2019-10-31 15:19:40,5.086s,PASSED
"rightClick(findTestObject(""Object Repository/FooterObjects/a_Watch Full Episodes""))",Chrome 78.0.3904.70,,,2019-10-31 15:19:40,2019-10-31 15:19:46,5.499s,PASSED
"click(findTestObject(""Footer_OR/Footer/Page_Entertainment News Celebrity Gossip Celebrity News  E News/a_Watch Full Episodes""))",Chrome 78.0.3904.70,,,2019-10-31 15:19:46,2019-10-31 15:19:51,5.253s,PASSED
"rightClick(findTestObject(""Object Repository/FooterObjects/a_Advertise""))",Chrome 78.0.3904.70,,,2019-10-31 15:19:51,2019-10-31 15:19:57,5.872s,PASSED
"click(findTestObject(""Footer_OR/Footer/Page_Entertainment News Celebrity Gossip Celebrity News  E News/a_Advertise""))",Chrome 78.0.3904.70,,,2019-10-31 15:19:57,2019-10-31 15:20:02,5.316s,PASSED
"rightClick(findTestObject(""Object Repository/FooterObjects/a_AdChoices""))",Chrome 78.0.3904.70,,,2019-10-31 15:20:02,2019-10-31 15:20:08,5.807s,PASSED
"click(findTestObject(""Footer_OR/Footer/Page_Entertainment News Celebrity Gossip Celebrity News  E News/a_AdChoices""))",Chrome 78.0.3904.70,,,2019-10-31 15:20:08,2019-10-31 15:20:13,5.176s,PASSED
"rightClick(findTestObject(""Object Repository/FooterObjects/a_RSS Feeds""))",Chrome 78.0.3904.70,,,2019-10-31 15:20:13,2019-10-31 15:20:19,5.440s,PASSED
"click(findTestObject(""Footer_OR/Footer/Page_Entertainment News Celebrity Gossip Celebrity News  E News/a_RSS Feeds""))",Chrome 78.0.3904.70,,,2019-10-31 15:20:19,2019-10-31 15:20:24,5.112s,PASSED
"rightClick(findTestObject(""Object Repository/FooterObjects/a_Peoples Choice""))",Chrome 78.0.3904.70,,,2019-10-31 15:20:24,2019-10-31 15:20:29,5.498s,PASSED
"click(findTestObject(""Footer_OR/Footer/Page_Entertainment News Celebrity Gossip Celebrity News  E News/a_Peoples Choice""))",Chrome 78.0.3904.70,,,2019-10-31 15:20:29,2019-10-31 15:20:35,5.186s,PASSED
"rightClick(findTestObject(""Object Repository/FooterObjects/a_Peoples Choice FAQ""))",Chrome 78.0.3904.70,,,2019-10-31 15:20:35,2019-10-31 15:20:41,6.323s,PASSED
"click(findTestObject(""Footer_OR/Footer/Page_Entertainment News Celebrity Gossip Celebrity News  E News/a_Peoples Choice FAQ""))",Chrome 78.0.3904.70,,,2019-10-31 15:20:41,2019-10-31 15:20:48,7.344s,PASSED
"rightClick(findTestObject(""Object Repository/FooterObjects/a_ClickHere""))",Chrome 78.0.3904.70,,,2019-10-31 15:20:48,2019-10-31 15:20:54,5.360s,PASSED
"click(findTestObject(""Footer_OR/Footer/Page_Entertainment News Celebrity Gossip Celebrity News  E News/a_Click                Here""))",Chrome 78.0.3904.70,,,2019-10-31 15:20:54,2019-10-31 15:20:59,5.873s,PASSED
"rightClick(findTestObject(""Object Repository/FooterObjects/a_New Privacy Policy""))",Chrome 78.0.3904.70,,,2019-10-31 15:20:59,2019-10-31 15:21:05,5.370s,PASSED
"click(findTestObject(""Footer_OR/Footer/Page_Entertainment News Celebrity Gossip Celebrity News  E News/a_New Privacy Policy""))",Chrome 78.0.3904.70,,,2019-10-31 15:21:05,2019-10-31 15:21:11,6.008s,PASSED
"rightClick(findTestObject(""Object Repository/FooterObjects/a_Terms of Service""))",Chrome 78.0.3904.70,,,2019-10-31 15:21:11,2019-10-31 15:21:16,5.661s,PASSED
"click(findTestObject(""Footer_OR/Footer/Page_Entertainment News Celebrity Gossip Celebrity News  E News/a_Terms of Service""))",Chrome 78.0.3904.70,,,2019-10-31 15:21:16,2019-10-31 15:21:22,5.135s,PASSED
"rightClick(findTestObject(""Object Repository/FooterObjects/a_IndependentProgrammingReport""))",Chrome 78.0.3904.70,,,2019-10-31 15:21:22,2019-10-31 15:21:27,5.414s,PASSED
"click(findTestObject(""Footer_OR/Footer/Page_Entertainment News Celebrity Gossip Celebrity News  E News/a_Independent Programming Report""))",Chrome 78.0.3904.70,,,2019-10-31 15:21:27,2019-10-31 15:21:32,5.485s,PASSED
"rightClick(findTestObject(""Object Repository/FooterObjects/div_New Privacy PolicyTerms of Service                                                                                                        Independent Programming Report""))",Chrome 78.0.3904.70,,,2019-10-31 15:21:32,2019-10-31 15:21:38,5.391s,PASSED
"click(findTestObject(""Object Repository/FooterObjects/div_New Privacy PolicyTerms of Service                                                                                                        Independent Programming Report""))",Chrome 78.0.3904.70,,,2019-10-31 15:21:38,2019-10-31 15:21:43,5.303s,PASSED
"click(findTestObject(""Object Repository/FooterObjects/a_footer__eonline-logo""))",Chrome 78.0.3904.70,,,2019-10-31 15:21:43,2019-10-31 15:21:48,5.309s,PASSED
delay(5),Chrome 78.0.3904.70,,,2019-10-31 15:21:48,2019-10-31 15:21:53,5.005s,PASSED
closeBrowser(),Chrome 78.0.3904.70,,,2019-10-31 15:21:53,2019-10-31 15:21:55,1.360s,PASSED
